0: IMG_2373
Estimated Focal Length [3136][0.78N]
# 3491 projs (1149 pts and 1 merges)
SKIP: 0 cams, 14120 points, 37714 projs
PBA: 15395 3D pts, 20 cams and 48273 projs...
PBA: 4.337 -> 2.270 (5 LMs in 0.59sec)
#points w/ large errors:	42

**************************************
#34/34:  18113 projs and 6135 pts added.
PBA: 34363 3D pts, 34 cams and 99886 projs...
PBA: 10.560 -> 3.167 (31 LMs in 4.65sec)
#points w/ large errors:	259
PBA: 34104 3D pts, 34 cams and 98386 projs...
PBA: 3.047 -> 3.039 (16 LMs in 2.62sec)
#points w/ large errors:	50
Focal Length : [3136.000]->[3237.542]
Radial Distortion : [-0.022 -> -18]

#############################
#35: [IMG_2396] sees 2138 (+1877) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 1045 projs (0 pts and 0 merges)
SKIP: 0 cams, 15248 points, 39872 projs
PBA: 19015 3D pts, 20 cams and 59357 projs...
PBA: 5.109 -> 4.051 (5 LMs in 0.39sec)
#points w/ large errors:	1300
Focal Length : [3136.000]->[3230.091]
Radial Distortion : [-0.020 -> -16]

#############################
#36: [IMG_2395] sees 1533 (+2809) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 4333 projs (1556 pts and 0 merges)
SKIP: 0 cams, 15957 points, 47675 projs
PBA: 18336 3D pts, 20 cams and 55673 projs...
PBA: 4.137 -> 2.307 (5 LMs in 0.77sec)
#points w/ large errors:	179
Focal Length : [3136.000]->[3245.818]
Radial Distortion : [-0.011 -> -9]

#############################
#37: [IMG_2394] sees 2329 (+2083) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 4074 projs (1393 pts and 2 merges)
SKIP: 0 cams, 16604 points, 45458 projs
PBA: 18723 3D pts, 20 cams and 56780 projs...
PBA: 4.488 -> 2.240 (5 LMs in 0.59sec)
#points w/ large errors:	77
Focal Length : [3136.000]->[3269.132]
Radial Distortion : [-0.023 -> -18]

#############################
#38: [IMG_2393] sees 2807 (+2329) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 4154 projs (1282 pts and 1 merges)
SKIP: 0 cams, 17975 points, 49276 projs
PBA: 18447 3D pts, 20 cams and 56204 projs...
PBA: 5.570 -> 2.289 (5 LMs in 0.44sec)
#points w/ large errors:	81
Focal Length : [3136.000]->[3246.235]
Radial Distortion : [-0.013 -> -10]

#############################
#39: [IMG_2392] sees 2004 (+2331) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3954 projs (1321 pts and 3 merges)
PBA: 17435 3D pts, 39 cams and 68239 projs...
PBA: 6.048 -> 2.556 (33 LMs in 6.42sec)
#points w/ large errors:	190
Focal Length : [3136.000]->[3290.072]
Radial Distortion : [-0.027 -> -21]

#############################
#40: [IMG_2391] sees 1577 (+2796) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3503 projs (1212 pts and 0 merges)
SKIP: 0 cams, 19560 points, 54634 projs
PBA: 18822 3D pts, 20 cams and 57016 projs...
PBA: 5.479 -> 2.155 (5 LMs in 0.78sec)
#points w/ large errors:	86
Focal Length : [3136.000]->[3286.039]
Radial Distortion : [-0.026 -> -20]

#############################
#41: [IMG_2390] sees 1937 (+3419) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3949 projs (1322 pts and 1 merges)
SKIP: 0 cams, 20597 points, 57384 projs
PBA: 18892 3D pts, 20 cams and 57472 projs...
PBA: 5.014 -> 2.618 (5 LMs in 0.37sec)
#points w/ large errors:	77
Focal Length : [3136.000]->[3215.598]
Radial Distortion : [0.004 -> 3]

#############################
#42: [IMG_2389] sees 1025 (+1960) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 489 projs (0 pts and 0 merges)
SKIP: 0 cams, 21378 points, 59177 projs
PBA: 18025 3D pts, 20 cams and 55443 projs...
PBA: 3.553 -> 2.607 (5 LMs in 0.98sec)
#points w/ large errors:	351
Focal Length : [3136.000]->[3244.907]
Radial Distortion : [-0.018 -> -14]

#############################
#43: [IMG_2388] sees 458 (+2641) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 232 projs (0 pts and 0 merges)
SKIP: 0 cams, 22524 points, 62320 projs
PBA: 16934 3D pts, 20 cams and 52285 projs...
PBA: 2.539 -> 2.321 (5 LMs in 0.36sec)
#points w/ large errors:	110

**************************************
#43/43:  11745 projs and 3968 pts added.
PBA: 42754 3D pts, 43 cams and 124493 projs...
PBA: 4.787 -> 2.623 (23 LMs in 10.91sec)
#points w/ large errors:	234
PBA: 42520 3D pts, 43 cams and 123610 projs...
PBA: 2.561 -> 2.554 (36 LMs in 4.16sec)
#points w/ large errors:	51
Focal Length : [3136.000]->[3253.657]
Radial Distortion : [-0.021 -> -16]

#############################
#44: [IMG_2387] sees 1317 (+1889) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2050 projs (600 pts and 0 merges)
SKIP: 0 cams, 22977 points, 63750 projs
PBA: 20011 3D pts, 20 cams and 61776 projs...
PBA: 4.928 -> 3.508 (5 LMs in 0.94sec)
#points w/ large errors:	1057
Radial Distortion : [0.040 -> 30]
# 242 projs (61 pts and 2 merges)
SKIP: 0 cams, 23975 points, 67787 projs
PBA: 19029 3D pts, 20 cams and 57834 projs...
PBA: 2.829 -> 2.408 (5 LMs in 0.48sec)
Focal Length : [3136.000]->[3304.912]
Radial Distortion : [0.036 -> 26]

#############################
#45: [IMG_2386] sees 1155 (+2112) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 546 projs (0 pts and 0 merges)
SKIP: 0 cams, 24791 points, 65909 projs
PBA: 18102 3D pts, 20 cams and 55820 projs...
PBA: 3.350 -> 2.456 (5 LMs in 0.80sec)
#points w/ large errors:	327
Focal Length : [3136.000]->[3302.214]
Radial Distortion : [-0.009 -> -7]

#############################
#46: [IMG_2385] sees 553 (+3231) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 337 projs (0 pts and 0 merges)
SKIP: 0 cams, 25702 points, 68797 projs
PBA: 17197 3D pts, 20 cams and 53273 projs...
PBA: 2.492 -> 2.196 (5 LMs in 0.35sec)
#points w/ large errors:	97
Focal Length : [3136.000]->[3271.525]
Radial Distortion : [0.003 -> 2]

#############################
#47: [IMG_2384] sees 260 (+2662) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 130 projs (0 pts and 0 merges)
SKIP: 2 cams, 26474 points, 69953 projs
PBA: 16434 3D pts, 20 cams and 51087 projs...
PBA: 2.351 -> 2.159 (5 LMs in 0.70sec)
#points w/ large errors:	51
Focal Length : [3136.000]->[3275.586]
Radial Distortion : [0.001 -> 0]

#############################
#48: [IMG_2431] sees 1209 (+2755) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3546 projs (1239 pts and 0 merges)
PBA: 19503 3D pts, 48 cams and 77672 projs...
PBA: 4.722 -> 2.608 (35 LMs in 5.76sec)
#points w/ large errors:	197
Focal Length : [3136.000]->[3362.372]
Radial Distortion : [-0.002 -> -2]

#############################
#49: [IMG_2432] sees 1865 (+2369) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 702 projs (0 pts and 1 merges)
SKIP: 5 cams, 29072 points, 82221 projs
PBA: 13477 3D pts, 20 cams and 41739 projs...
PBA: 3.579 -> 2.381 (5 LMs in 0.34sec)
#points w/ large errors:	111
Focal Length : [3136.000]->[3346.510]
Radial Distortion : [-0.049 -> -37]

#############################
#50: [IMG_2433] sees 1058 (+2480) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2933 projs (1111 pts and 5 merges)
SKIP: 3 cams, 28055 points, 79518 projs
PBA: 15046 3D pts, 20 cams and 46799 projs...
PBA: 5.226 -> 2.635 (5 LMs in 0.44sec)
#points w/ large errors:	85
Radial Distortion : [0.025 -> 17]
# 909 projs (374 pts and 5 merges)
SKIP: 3 cams, 28055 points, 79471 projs
PBA: 15332 3D pts, 20 cams and 47394 projs...
PBA: 4.364 -> 3.188 (5 LMs in 1.49sec)
Focal Length : [3136.000]->[3423.261]
Radial Distortion : [0.020 -> 14]

#############################
#51: [IMG_2434] sees 2517 (+2094) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 863 projs (0 pts and 1 merges)
SKIP: 6 cams, 29559 points, 83963 projs
PBA: 13515 3D pts, 20 cams and 42789 projs...
PBA: 4.506 -> 3.027 (5 LMs in 0.53sec)
#points w/ large errors:	405
Focal Length : [3136.000]->[3372.714]
Radial Distortion : [0.014 -> 10]

#############################
#52: [IMG_2383] sees 206 (+3591) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 116 projs (0 pts and 0 merges)
SKIP: 6 cams, 28397 points, 79004 projs
PBA: 14864 3D pts, 20 cams and 48154 projs...
PBA: 2.539 -> 2.307 (5 LMs in 0.49sec)
#points w/ large errors:	199
Focal Length : [3136.000]->[3327.130]
Radial Distortion : [-0.009 -> -7]

#############################
#53: [IMG_2382] sees 112 (+3922) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 64 projs (0 pts and 0 merges)
PBA: 18906 3D pts, 53 cams and 77748 projs...
PBA: 2.555 -> 2.494 (31 LMs in 5.33sec)
#points w/ large errors:	83
Focal Length : [3136.000]->[3297.564]
Radial Distortion : [0.002 -> 1]
Resuming SfM finished, 106 sec used

---------------------------------------------------
53 cams, 43827 pts (3+: 18859)
126294 projections (3+: 77559)
---------------------------------------------------
1 model(s) reconstructed from 146 images;
53 modeled; 0 reused; 146 EXIF; 
26MB(22) used to store feature location.
---------------------------------------------------

########-------timing------#########
Structure-From-Motion finished, 107 sec used
104.0(86.1) seconds on Bundle Adjustment (+)
101.9(84.6) seconds on Bundle Adjustment (*)
#############################
----------------------------------------------------------------
Run full 3D reconstruction, aborted
Totally 107.000 seconds used


Run dense reconstruction, begin...
Save to dense.nvm ... done

#############################
Undistorting 53 images in model #0
param_undistortion_thread_num = 0
NOTE: using 8 threads...
#00: IMG_2409 -> 00000000.jpg, 2.735 sec
#06: IMG_2419 -> 00000010.jpg, 2.744 sec
#04: IMG_2420 -> 00000011.jpg, 2.775 sec
#05: IMG_2417 -> 00000008.jpg, 2.800 sec
#02: IMG_2413 -> 00000004.jpg, 2.853 sec
#03: IMG_2416 -> 00000007.jpg, 2.875 sec
#01: IMG_2411 -> 00000002.jpg, 2.883 sec
#07: IMG_2415 -> 00000006.jpg, 2.906 sec
#04: IMG_2421 -> 00000012.jpg, 2.681 sec
#06: IMG_2422 -> 00000013.jpg, 2.726 sec
#00: IMG_2410 -> 00000001.jpg, 2.735 sec
#05: IMG_2418 -> 00000009.jpg, 2.696 sec
#03: IMG_2408 -> 00000015.jpg, 2.809 sec
#07: IMG_2406 -> 00000017.jpg, 2.868 sec
#02: IMG_2414 -> 00000005.jpg, 2.922 sec
#01: IMG_2412 -> 00000003.jpg, 2.942 sec
#06: IMG_2423 -> 00000014.jpg, 5.230 sec
#04: IMG_2404 -> 00000019.jpg, 5.460 sec
#05: IMG_2400 -> 00000023.jpg, 5.422 sec
#00: IMG_2402 -> 00000021.jpg, 6.187 sec
#03: IMG_2407 -> 00000016.jpg, 5.996 sec
#07: IMG_2405 -> 00000018.jpg, 5.999 sec
#02: IMG_2424 -> 00000025.jpg, 6.011 sec
#01: IMG_2426 -> 00000027.jpg, 6.119 sec
#06: IMG_2428 -> 00000029.jpg, 6.192 sec
#04: IMG_2403 -> 00000020.jpg, 6.054 sec
#05: IMG_2399 -> 00000024.jpg, 6.220 sec
#00: IMG_2401 -> 00000022.jpg, 6.541 sec
#07: IMG_2397 -> 00000033.jpg, 7.079 sec
#03: IMG_2430 -> 00000031.jpg, 7.193 sec
#02: IMG_2425 -> 00000026.jpg, 7.195 sec
#01: IMG_2427 -> 00000028.jpg, 7.228 sec
#04: IMG_2395 -> 00000035.jpg, 6.104 sec
#06: IMG_2429 -> 00000030.jpg, 6.337 sec
#05: IMG_2393 -> 00000037.jpg, 6.088 sec
#00: IMG_2391 -> 00000039.jpg, 5.820 sec
#03: IMG_2398 -> 00000032.jpg, 5.866 sec
#07: IMG_2396 -> 00000034.jpg, 5.953 sec
#02: IMG_2389 -> 00000041.jpg, 6.015 sec
#01: IMG_2387 -> 00000043.jpg, 6.878 sec
#04: IMG_2394 -> 00000036.jpg, 5.532 sec
#06: IMG_2385 -> 00000045.jpg, 5.549 sec
#05: IMG_2392 -> 00000038.jpg, 5.703 sec
#03: IMG_2431 -> 00000047.jpg, 5.642 sec
#00: IMG_2390 -> 00000040.jpg, 6.519 sec
#02: IMG_2388 -> 00000042.jpg, 5.551 sec
#07: IMG_2433 -> 00000049.jpg, 6.559 sec
#01: IMG_2386 -> 00000044.jpg, 5.536 sec
#04: IMG_2383 -> 00000051.jpg, 4.700 sec
#06: IMG_2384 -> 00000046.jpg, 4.597 sec
#03: IMG_2432 -> 00000048.jpg, 4.127 sec
#07: IMG_2434 -> 00000050.jpg, 4.923 sec
#04: IMG_2382 -> 00000052.jpg, 5.024 sec
----------------------------------------------------------------
Running Yasutaka Furukawa's CMVS tool...
cmvs C:\Users\Chris\Desktop\pile\dense.nvm.cmvs\00\ 50 8
genOption C:\Users\Chris\Desktop\pile\dense.nvm.cmvs\00\ 1 2 0.700000 7 3 8
1 cluster is generated for pmvs reconstruction.
pmvs2 C:\Users\Chris\Desktop\pile\dense.nvm.cmvs\00\ option-0000
This may take a little more time, waiting...
1420 seconds were used by PMVS
Loading option-0000.ply, 1531679 vertices ...

#############################
You can manually remove bad MVS points:
1. Switch to dense MVS points mode;
2. Hit F1 key to enter the selection mode;
3. Select points by dragging a rectangle;
4. Hit DELETE to delete the selected points.

#############################
Save to dense.nvm ... done
Save C:\Users\Chris\Desktop\pile\dense.0.ply ...done
----------------------------------------------------------------
Run dense reconstruction, finished
Totally 24.800 minutes used

0: IMG_2331
image_size:	4032x3024
focal_length:	3136.000
1: IMG_2332
image_size:	4032x3024
focal_length:	3136.000
2: IMG_2333
image_size:	4032x3024
focal_length:	3136.000
3: IMG_2334
image_size:	4032x3024
focal_length:	3136.000
4: IMG_2335
image_size:	4032x3024
focal_length:	3136.000
5: IMG_2336
image_size:	4032x3024
focal_length:	3136.000
6: IMG_2337
image_size:	4032x3024
focal_length:	3136.000
7: IMG_2338
image_size:	4032x3024
focal_length:	3136.000
8: IMG_2339
image_size:	4032x3024
focal_length:	3136.000
9: IMG_2340
image_size:	4032x3024
focal_length:	3136.000
10: IMG_2341
image_size:	4032x3024
focal_length:	3136.000
11: IMG_2342
image_size:	4032x3024
focal_length:	3136.000
12: IMG_2343
image_size:	4032x3024
focal_length:	3136.000
13: IMG_2344
image_size:	4032x3024
focal_length:	3136.000
14: IMG_2345
image_size:	4032x3024
focal_length:	3136.000
15: IMG_2346
image_size:	4032x3024
focal_length:	3136.000
16: IMG_2347
image_size:	4032x3024
focal_length:	3136.000
17: IMG_2348
image_size:	4032x3024
focal_length:	3136.000
18: IMG_2349
image_size:	4032x3024
focal_length:	3136.000
19: IMG_2350
image_size:	4032x3024
focal_length:	3136.000
20: IMG_2351
image_size:	4032x3024
focal_length:	3136.000
21: IMG_2352
image_size:	4032x3024
focal_length:	3136.000
22: IMG_2353
image_size:	4032x3024
focal_length:	3136.000
23: IMG_2354
image_size:	4032x3024
focal_length:	3136.000
24: IMG_2355
image_size:	4032x3024
focal_length:	3136.000
25: IMG_2356
image_size:	4032x3024
focal_length:	3136.000
26: IMG_2357
image_size:	4032x3024
focal_length:	3136.000
27: IMG_2358
image_size:	4032x3024
focal_length:	3136.000
28: IMG_2359
image_size:	4032x3024
focal_length:	3136.000
29: IMG_2360
image_size:	4032x3024
focal_length:	3136.000
30: IMG_2361
image_size:	4032x3024
focal_length:	3136.000
31: IMG_2362
image_size:	4032x3024
focal_length:	3136.000
32: IMG_2363
image_size:	4032x3024
focal_length:	3136.000
33: IMG_2364
image_size:	4032x3024
focal_length:	3136.000
34: IMG_2365
image_size:	4032x3024
focal_length:	3136.000
35: IMG_2366
image_size:	4032x3024
focal_length:	3136.000
36: IMG_2367
image_size:	4032x3024
focal_length:	3136.000
37: IMG_2368
image_size:	4032x3024
focal_length:	3136.000
38: IMG_2369
image_size:	4032x3024
focal_length:	3136.000
39: IMG_2370
image_size:	4032x3024
focal_length:	3136.000
40: IMG_2371
image_size:	4032x3024
focal_length:	3136.000
41: IMG_2372
image_size:	4032x3024
focal_length:	3136.000
**************************************
Change the number of pixel-loaded images by 
modifying param_visual_data_budget in nv.ini
Use the PAUSE button to skip the pixel loading
**************************************
Loading image pixel data ...
