0: IMG_2373
PBA: 4.233 -> 2.255 (5 LMs in 0.40sec)
#points w/ large errors:	37
Focal Length : [3136.000]->[3241.367]
Radial Distortion : [-0.020 -> -16]

#############################
#34: [IMG_2396] sees 2074 (+1988) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3352 projs (1045 pts and 1 merges)
SKIP: 0 cams, 14046 points, 37506 projs
PBA: 15718 3D pts, 20 cams and 49566 projs...
PBA: 4.523 -> 2.260 (5 LMs in 0.61sec)
#points w/ large errors:	33

**************************************
#34/34:  17833 projs and 5978 pts added.
PBA: 34572 3D pts, 34 cams and 100910 projs...
PBA: 12.189 -> 3.112 (38 LMs in 5.28sec)
#points w/ large errors:	226
PBA: 34346 3D pts, 34 cams and 99566 projs...
PBA: 3.007 -> 3.002 (22 LMs in 2.95sec)
#points w/ large errors:	50
Focal Length : [3136.000]->[3251.667]
Radial Distortion : [-0.025 -> -20]

#############################
#35: [IMG_2395] sees 2505 (+2321) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3249 projs (973 pts and 8 merges)
SKIP: 0 cams, 14872 points, 39829 projs
PBA: 20244 3D pts, 20 cams and 62782 projs...
PBA: 6.989 -> 3.886 (5 LMs in 0.44sec)
#points w/ large errors:	1336
Focal Length : [3136.000]->[3235.315]
Radial Distortion : [-0.011 -> -9]

#############################
#36: [IMG_2394] sees 2323 (+2086) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 1018 projs (0 pts and 0 merges)
SKIP: 0 cams, 17180 points, 47671 projs
PBA: 17784 3D pts, 20 cams and 55280 projs...
PBA: 3.735 -> 2.346 (5 LMs in 0.34sec)
#points w/ large errors:	159
Focal Length : [3136.000]->[3249.240]
Radial Distortion : [-0.025 -> -20]

#############################
#37: [IMG_2393] sees 1550 (+3039) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 5273 projs (1897 pts and 6 merges)
SKIP: 0 cams, 16561 points, 45236 projs
PBA: 18838 3D pts, 20 cams and 57906 projs...
PBA: 4.539 -> 2.257 (5 LMs in 0.51sec)
#points w/ large errors:	65
Focal Length : [3136.000]->[3243.679]
Radial Distortion : [-0.019 -> -15]

#############################
#38: [IMG_2392] sees 1944 (+2400) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3954 projs (1333 pts and 3 merges)
SKIP: 0 cams, 17939 points, 49139 projs
PBA: 18696 3D pts, 20 cams and 57253 projs...
PBA: 5.726 -> 2.303 (5 LMs in 0.16sec)
#points w/ large errors:	80
Focal Length : [3136.000]->[3239.307]
Radial Distortion : [-0.030 -> -24]

#############################
#39: [IMG_2391] sees 1583 (+2796) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3822 projs (1323 pts and 0 merges)
PBA: 17493 3D pts, 39 cams and 68664 projs...
PBA: 4.732 -> 2.498 (43 LMs in 3.65sec)
#points w/ large errors:	195
Focal Length : [3136.000]->[3274.299]
Radial Distortion : [-0.034 -> -26]

#############################
#40: [IMG_2390] sees 2058 (+3322) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3996 projs (1299 pts and 1 merges)
SKIP: 0 cams, 19518 points, 54499 projs
PBA: 19299 3D pts, 20 cams and 58715 projs...
PBA: 4.692 -> 2.532 (5 LMs in 0.20sec)
#points w/ large errors:	111
Radial Distortion : [0.058 -> 45]
# 176 projs (50 pts and 0 merges)
SKIP: 0 cams, 19584 points, 54284 projs
PBA: 19249 3D pts, 20 cams and 58450 projs...
PBA: 2.672 -> 2.543 (5 LMs in 0.23sec)
Focal Length : [3136.000]->[3248.558]
Radial Distortion : [0.056 -> 43]

#############################
#41: [IMG_2389] sees 1111 (+1910) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 1838 projs (542 pts and 0 merges)
SKIP: 0 cams, 20550 points, 56722 projs
PBA: 18682 3D pts, 20 cams and 57253 projs...
PBA: 3.566 -> 2.661 (5 LMs in 0.24sec)
#points w/ large errors:	445
Focal Length : [3136.000]->[3271.179]
Radial Distortion : [0.010 -> 7]

#############################
#42: [IMG_2388] sees 872 (+2382) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2964 projs (1160 pts and 1 merges)
SKIP: 0 cams, 21200 points, 60002 projs
PBA: 18749 3D pts, 20 cams and 56925 projs...
PBA: 7.279 -> 2.338 (5 LMs in 0.33sec)
#points w/ large errors:	255
Focal Length : [3136.000]->[3243.188]
Radial Distortion : [-0.021 -> -17]

#############################
#43: [IMG_2387] sees 1227 (+1916) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2258 projs (728 pts and 0 merges)
SKIP: 0 cams, 22011 points, 61835 projs
PBA: 18379 3D pts, 20 cams and 55952 projs...
PBA: 3.399 -> 2.233 (5 LMs in 0.45sec)
#points w/ large errors:	116

**************************************
#43/43:  10589 projs and 3366 pts added.
PBA: 42699 3D pts, 43 cams and 124606 projs...
PBA: 4.577 -> 2.635 (36 LMs in 6.76sec)
#points w/ large errors:	180
PBA: 42519 3D pts, 43 cams and 123918 projs...
PBA: 2.595 -> 2.592 (20 LMs in 4.05sec)
#points w/ large errors:	63
Focal Length : [3136.000]->[3300.807]
Radial Distortion : [0.037 -> 28]

#############################
#44: [IMG_2386] sees 1188 (+2095) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2445 projs (857 pts and 0 merges)
SKIP: 0 cams, 22905 points, 63619 projs
PBA: 20261 3D pts, 20 cams and 62458 projs...
PBA: 6.821 -> 3.532 (5 LMs in 0.22sec)
#points w/ large errors:	1250
Focal Length : [3136.000]->[3307.133]
Radial Distortion : [-0.014 -> -11]

#############################
#45: [IMG_2385] sees 1131 (+2826) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 4503 projs (1782 pts and 3 merges)
SKIP: 0 cams, 23753 points, 70650 projs
PBA: 19905 3D pts, 20 cams and 59720 projs...
PBA: 4.994 -> 2.441 (5 LMs in 0.48sec)
#points w/ large errors:	285
Focal Length : [3136.000]->[3249.873]
Radial Distortion : [-0.033 -> -26]

#############################
#46: [IMG_2384] sees 1569 (+1847) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2792 projs (921 pts and 4 merges)
SKIP: 0 cams, 24936 points, 70449 projs
PBA: 19177 3D pts, 20 cams and 57702 projs...
PBA: 3.947 -> 2.452 (5 LMs in 0.61sec)
#points w/ large errors:	254
Focal Length : [3136.000]->[3231.292]
Radial Distortion : [-0.042 -> -33]

#############################
#47: [IMG_2383] sees 2166 (+2517) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 945 projs (0 pts and 0 merges)
SKIP: 0 cams, 25837 points, 72066 projs
PBA: 18176 3D pts, 20 cams and 55814 projs...
PBA: 3.581 -> 2.344 (5 LMs in 0.39sec)
#points w/ large errors:	130
Focal Length : [3136.000]->[3259.001]
Radial Distortion : [-0.053 -> -41]

#############################
#48: [IMG_2382] sees 1301 (+3273) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 594 projs (0 pts and 0 merges)
PBA: 19287 3D pts, 48 cams and 78540 projs...
PBA: 2.828 -> 2.611 (36 LMs in 5.78sec)
#points w/ large errors:	184
Focal Length : [3136.000]->[3223.322]
Radial Distortion : [-0.052 -> -42]

#############################
#49: [IMG_2381] sees 771 (+3318) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 443 projs (0 pts and 0 merges)
SKIP: 2 cams, 27360 points, 75219 projs
PBA: 16700 3D pts, 20 cams and 52460 projs...
PBA: 2.566 -> 2.234 (5 LMs in 0.35sec)
#points w/ large errors:	40
Focal Length : [3136.000]->[3199.031]
Radial Distortion : [-0.054 -> -44]

#############################
#50: [IMG_2380] sees 555 (+2991) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 219 projs (0 pts and 0 merges)
SKIP: 2 cams, 27778 points, 75886 projs
PBA: 16284 3D pts, 20 cams and 51454 projs...
PBA: 2.275 -> 2.200 (5 LMs in 0.48sec)
#points w/ large errors:	48
Focal Length : [3136.000]->[3231.217]
Radial Distortion : [-0.048 -> -39]

#############################
#51: [IMG_2379] sees 456 (+2801) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 163 projs (0 pts and 0 merges)
SKIP: 3 cams, 28838 points, 78746 projs
PBA: 15225 3D pts, 20 cams and 48582 projs...
PBA: 2.321 -> 2.170 (5 LMs in 0.15sec)
#points w/ large errors:	19
Focal Length : [3136.000]->[3214.219]
Radial Distortion : [-0.070 -> -56]

#############################
#52: [IMG_2378] sees 342 (+2297) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 134 projs (0 pts and 0 merges)
SKIP: 18 cams, 30015 points, 82435 projs
PBA: 14049 3D pts, 20 cams and 44764 projs...
PBA: 2.171 -> 2.124 (5 LMs in 0.38sec)
#points w/ large errors:	17
Focal Length : [3136.000]->[3191.091]
Radial Distortion : [-0.051 -> -41]

#############################
#53: [IMG_2430] sees 906 (+2671) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 474 projs (0 pts and 1 merges)
PBA: 19264 3D pts, 53 cams and 79326 projs...
PBA: 2.846 -> 2.528 (20 LMs in 2.36sec)
#points w/ large errors:	63
Focal Length : [3136.000]->[3317.593]
Radial Distortion : [0.003 -> 1]

#############################
#54: [IMG_2431] sees 779 (+2562) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 306 projs (0 pts and 0 merges)
SKIP: 10 cams, 34090 points, 96505 projs
PBA: 9990 3D pts, 20 cams and 31289 projs...
PBA: 2.921 -> 2.279 (5 LMs in 0.47sec)
#points w/ large errors:	26

**************************************
#54/54:  32656 projs and 11172 pts added.
PBA: 54225 3D pts, 54 cams and 159383 projs...
PBA: 7.241 -> 2.871 (33 LMs in 7.66sec)
#points w/ large errors:	233
PBA: 53992 3D pts, 54 cams and 158417 projs...
PBA: 2.828 -> 2.824 (28 LMs in 6.03sec)
#points w/ large errors:	103
Focal Length : [3136.000]->[3360.931]
Radial Distortion : [-0.000 -> -1]

#############################
#55: [IMG_2432] sees 2074 (+2237) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 862 projs (0 pts and 1 merges)
SKIP: 10 cams, 35482 points, 101195 projs
PBA: 18473 3D pts, 20 cams and 57542 projs...
PBA: 5.029 -> 4.185 (5 LMs in 0.37sec)
#points w/ large errors:	1145
Focal Length : [3136.000]->[3260.499]
Radial Distortion : [-0.045 -> -35]

#############################
#56: [IMG_2433] sees 1149 (+2394) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 443 projs (0 pts and 0 merges)
SKIP: 10 cams, 36869 points, 106107 projs
PBA: 17098 3D pts, 20 cams and 52706 projs...
PBA: 3.571 -> 2.723 (5 LMs in 0.48sec)
#points w/ large errors:	367
Focal Length : [3136.000]->[3332.973]
Radial Distortion : [0.003 -> 1]

#############################
#57: [IMG_2434] sees 1049 (+2806) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 4986 projs (1961 pts and 2 merges)
SKIP: 11 cams, 36512 points, 105918 projs
PBA: 17583 3D pts, 20 cams and 53020 projs...
PBA: 6.989 -> 2.584 (5 LMs in 0.29sec)
#points w/ large errors:	91
Radial Distortion : [0.029 -> 21]
# 554 projs (225 pts and 1 merges)
SKIP: 11 cams, 36512 points, 104819 projs
PBA: 17713 3D pts, 20 cams and 53206 projs...
PBA: 3.018 -> 2.748 (5 LMs in 0.24sec)
Focal Length : [3136.000]->[3382.308]
Radial Distortion : [0.020 -> 14]

#############################
#58: [IMG_2377] sees 1867 (+3122) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3746 projs (1351 pts and 0 merges)
SKIP: 9 cams, 34852 points, 99598 projs
PBA: 20461 3D pts, 20 cams and 61285 projs...
PBA: 6.132 -> 3.015 (5 LMs in 0.23sec)
#points w/ large errors:	1146
Focal Length : [3136.000]->[3178.421]
Radial Distortion : [-0.032 -> -26]

#############################
#59: [IMG_2376] sees 2041 (+1588) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 2996 projs (854 pts and 2 merges)
PBA: 24498 3D pts, 59 cams and 99125 projs...
PBA: 3.643 -> 2.503 (33 LMs in 7.75sec)
#points w/ large errors:	399
Focal Length : [3136.000]->[3203.216]
Radial Distortion : [-0.029 -> -24]

#############################
#60: [IMG_2375] sees 2582 (+2692) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 918 projs (0 pts and 0 merges)
SKIP: 13 cams, 38013 points, 108068 projs
PBA: 17232 3D pts, 20 cams and 52841 projs...
PBA: 3.372 -> 2.085 (5 LMs in 0.76sec)
#points w/ large errors:	60
Focal Length : [3136.000]->[3208.307]
Radial Distortion : [-0.060 -> -48]

#############################
#61: [IMG_2374] sees 2595 (+3898) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 6320 projs (2048 pts and 1 merges)
SKIP: 13 cams, 37829 points, 108965 projs
PBA: 18765 3D pts, 20 cams and 57486 projs...
PBA: 5.224 -> 2.290 (5 LMs in 0.55sec)
#points w/ large errors:	72
Radial Distortion : [0.026 -> 20]
# 1467 projs (575 pts and 0 merges)
SKIP: 13 cams, 37829 points, 108914 projs
PBA: 19268 3D pts, 20 cams and 58661 projs...
PBA: 2.535 -> 2.352 (5 LMs in 0.13sec)
Focal Length : [3136.000]->[3195.161]
Radial Distortion : [0.023 -> 18]

#############################
#62: [IMG_2373] sees 6599 (+3332) 3D points
Focal Length in EXIF  [3136.000]
Estimated Focal Length [3136][0.78N]
# 3683 projs (469 pts and 17 merges)
SKIP: 13 cams, 38686 points, 110887 projs
PBA: 18838 3D pts, 20 cams and 60091 projs...
PBA: 4.862 -> 2.507 (5 LMs in 0.25sec)
#points w/ large errors:	129
Radial Distortion : [0.017 -> 13]
# 258 projs (47 pts and 3 merges)
SKIP: 13 cams, 38772 points, 111466 projs
PBA: 18757 3D pts, 20 cams and 59692 projs...
PBA: 2.461 -> 2.418 (5 LMs in 0.14sec)
Focal Length : [3136.000]->[3190.691]
Radial Distortion : [0.018 -> 14]

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
#62/62:  11182 projs and 3617 pts added.
PBA: 60695 3D pts, 62 cams and 181085 projs...
PBA: 6.881 -> 3.103 (50 LMs in 14.54sec)
#points w/ large errors:	754
PBA: 59941 3D pts, 62 cams and 177081 projs...
PBA: 2.859 -> 2.830 (27 LMs in 2.22sec)
#points w/ large errors:	151
END: No more images to add [0 projs]

#############################
Failed to find two images for initialization
Resuming SfM finished, 120 sec used

---------------------------------------------------
62 cams, 60723 pts (3+: 27102)
177135 projections (3+: 111050)
---------------------------------------------------
1 model(s) reconstructed from 146 images;
62 modeled; 0 reused; 146 EXIF; 
26MB(22) used to store feature location.
---------------------------------------------------

########-------timing------#########
Structure-From-Motion finished, 122 sec used
117.7(102.1) seconds on Bundle Adjustment (+)
115.8(100.8) seconds on Bundle Adjustment (*)
#############################
----------------------------------------------------------------
Run full 3D reconstruction, finished
Totally 122.000 seconds used


Run dense reconstruction, begin...
Save to dense.nvm ... done

#############################
Undistorting 62 images in model #0
param_undistortion_thread_num = 0
NOTE: using 8 threads...
#07: IMG_2419 -> 00000010.jpg, 2.811 sec
#02: IMG_2417 -> 00000008.jpg, 2.811 sec
#05: IMG_2415 -> 00000006.jpg, 2.884 sec
#06: IMG_2416 -> 00000007.jpg, 2.902 sec
#03: IMG_2412 -> 00000003.jpg, 2.904 sec
#04: IMG_2413 -> 00000004.jpg, 2.908 sec
#00: IMG_2409 -> 00000000.jpg, 2.972 sec
#01: IMG_2411 -> 00000002.jpg, 3.025 sec
#06: IMG_2423 -> 00000014.jpg, 2.753 sec
#07: IMG_2420 -> 00000011.jpg, 2.846 sec
#02: IMG_2418 -> 00000009.jpg, 2.903 sec
#05: IMG_2421 -> 00000012.jpg, 2.963 sec
#04: IMG_2414 -> 00000005.jpg, 2.968 sec
#03: IMG_2407 -> 00000016.jpg, 2.973 sec
#00: IMG_2410 -> 00000001.jpg, 3.106 sec
#01: IMG_2405 -> 00000018.jpg, 3.144 sec
#07: IMG_2403 -> 00000020.jpg, 2.993 sec
#06: IMG_2408 -> 00000015.jpg, 3.063 sec
#02: IMG_2401 -> 00000022.jpg, 3.088 sec
#03: IMG_2406 -> 00000017.jpg, 2.944 sec
#05: IMG_2422 -> 00000013.jpg, 3.036 sec
#04: IMG_2399 -> 00000024.jpg, 3.057 sec
#00: IMG_2424 -> 00000026.jpg, 2.934 sec
#01: IMG_2404 -> 00000019.jpg, 3.269 sec
#07: IMG_2402 -> 00000021.jpg, 3.174 sec
#05: IMG_2397 -> 00000032.jpg, 2.953 sec
#04: IMG_2398 -> 00000025.jpg, 3.065 sec
#06: IMG_2426 -> 00000028.jpg, 3.288 sec
#02: IMG_2400 -> 00000023.jpg, 3.219 sec
#03: IMG_2428 -> 00000030.jpg, 3.209 sec
#00: IMG_2425 -> 00000027.jpg, 3.055 sec
#01: IMG_2395 -> 00000034.jpg, 3.016 sec
#07: IMG_2393 -> 00000036.jpg, 2.940 sec
#05: IMG_2396 -> 00000033.jpg, 3.004 sec
#02: IMG_2389 -> 00000040.jpg, 2.928 sec
#06: IMG_2427 -> 00000029.jpg, 2.956 sec
#03: IMG_2429 -> 00000031.jpg, 2.955 sec
#04: IMG_2391 -> 00000038.jpg, 3.034 sec
#01: IMG_2394 -> 00000035.jpg, 3.335 sec
#00: IMG_2387 -> 00000042.jpg, 3.780 sec
#07: IMG_2392 -> 00000037.jpg, 4.182 sec
#05: IMG_2385 -> 00000044.jpg, 4.106 sec
#03: IMG_2381 -> 00000048.jpg, 4.076 sec
#02: IMG_2388 -> 00000041.jpg, 4.129 sec
#06: IMG_2383 -> 00000046.jpg, 4.157 sec
#01: IMG_2379 -> 00000050.jpg, 4.056 sec
#00: IMG_2386 -> 00000043.jpg, 4.094 sec
#04: IMG_2390 -> 00000039.jpg, 4.990 sec
#03: IMG_2380 -> 00000049.jpg, 3.685 sec
#05: IMG_2384 -> 00000045.jpg, 3.832 sec
#07: IMG_2430 -> 00000052.jpg, 3.868 sec
#02: IMG_2432 -> 00000054.jpg, 3.828 sec
#06: IMG_2382 -> 00000047.jpg, 3.796 sec
#01: IMG_2378 -> 00000051.jpg, 3.776 sec
#00: IMG_2434 -> 00000056.jpg, 4.539 sec
#04: IMG_2376 -> 00000058.jpg, 4.500 sec
#07: IMG_2431 -> 00000053.jpg, 3.427 sec
#03: IMG_2374 -> 00000060.jpg, 4.118 sec
#02: IMG_2433 -> 00000055.jpg, 4.058 sec
#00: IMG_2377 -> 00000057.jpg, 3.533 sec
#04: IMG_2375 -> 00000059.jpg, 3.555 sec
#03: IMG_2373 -> 00000061.jpg, 3.502 sec
----------------------------------------------------------------
Running Yasutaka Furukawa's CMVS tool...
cmvs C:\Users\Chris\Desktop\pile\dense.nvm.cmvs\00\ 50 8
ERROR: the above CMVS command failed!
FAQ: http://ccwu.me/vsfm/doc.html#errors
----------------------------------------------------------------
Run dense reconstruction, finished
Totally 32.000 seconds used

